level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	31	1	1	0	395	520	33	28	-1	
5	1	31	1	1	1	395	520	33	28	58.229065	Ly
2	1	32	0	0	0	939	536	118	18	-1	
3	1	32	1	0	0	939	536	118	18	-1	
4	1	32	1	1	0	939	536	118	18	-1	
5	1	32	1	1	1	939	536	3	14	95.094658	|
5	1	32	1	1	2	946	547	111	7	39.592854	一
5	1	32	1	1	3	994	530	22	33	67.873100	||=
5	1	32	1	1	4	1023	530	20	33	84.672409	<
5	1	32	1	1	5	1042	530	19	33	65.482590	一
2	1	33	0	0	0	1000	520	31	21	-1	
3	1	33	1	0	0	1000	520	31	21	-1	
4	1	33	1	1	0	1000	520	31	21	-1	
5	1	33	1	1	1	1000	520	31	21	35.298241	iL
2	1	34	0	0	0	1131	534	17	26	-1	
3	1	34	1	0	0	1131	534	17	26	-1	
4	1	34	1	1	0	1131	534	17	26	-1	
5	1	34	1	1	1	1131	534	17	26	32.337097	/人
2	1	35	0	0	0	1383	522	19	16	-1	
3	1	35	1	0	0	1383	522	19	16	-1	
4	1	35	1	1	0	1383	522	19	16	-1	
5	1	35	1	1	1	1383	522	19	16	33.610344	Rd
2	1	36	0	0	0	1400	536	226	24	-1	
3	1	36	1	0	0	1400	536	226	24	-1	
4	1	36	1	1	0	1400	536	226	24	-1	
5	1	36	1	1	1	1400	536	226	24	60.032986	|
2	1	37	0	0	0	1659	538	176	31	-1	
3	1	37	1	0	0	1659	538	176	31	-1	
4	1	37	1	1	0	1659	538	176	31	-1	
5	1	37	1	1	1	1659	538	176	31	52.832012	S|
2	1	38	0	0	0	472	517	161	55	-1	
3	1	38	1	0	0	472	517	161	55	-1	
4	1	38	1	1	0	472	517	161	55	-1	
5	1	38	1	1	1	472	517	22	21	39.248676	if
5	1	38	1	1	2	531	528	102	44	47.999607	Ay,
2	1	39	0	0	0	344	592	328	36	-1	
3	1	39	1	0	0	344	592	328	36	-1	
4	1	39	1	1	0	344	592	328	36	-1	
5	1	39	1	1	1	344	593	38	28	96.677261	No,
5	1	39	1	1	2	400	601	51	27	96.993736	you
5	1	39	1	1	3	465	601	48	20	96.912857	can
5	1	39	1	1	4	526	596	60	24	94.481903	turn
5	1	39	1	1	5	600	593	18	27	94.481903	it
5	1	39	1	1	6	629	592	43	28	86.370071	off.
2	1	40	0	0	0	929	594	330	34	-1	
3	1	40	1	0	0	929	594	330	34	-1	
4	1	40	1	1	0	929	594	330	34	-1	
5	1	40	1	1	1	929	594	49	28	96.903725	Yes,
5	1	40	1	1	2	995	602	45	20	96.702248	see
5	1	40	1	1	3	1051	602	51	26	96.799904	you
5	1	40	1	1	4	1115	597	144	25	96.816322	tomorrow
2	1	41	0	0	0	1544	590	335	27	-1	
3	1	41	1	0	0	1544	590	335	27	-1	
4	1	41	1	1	0	1544	590	335	27	-1	
5	1	41	1	1	1	1544	590	37	27	95.980164	No,
5	1	41	1	1	2	1602	593	47	24	96.535423	not
5	1	41	1	1	3	1660	593	28	24	96.562225	at
5	1	41	1	1	4	1699	590	46	27	96.779007	the
5	1	41	1	1	5	1758	593	121	24	96.116943	moment
2	1	42	0	0	0	300	673	119	2	-1	
3	1	42	1	0	0	300	673	119	2	-1	
4	1	42	1	1	0	300	673	119	2	-1	
5	1	42	1	1	1	300	673	119	2	45.967976	———
2	1	43	0	0	0	257	719	447	37	-1	
3	1	43	1	0	0	257	719	447	37	-1	
4	1	43	1	1	0	257	719	447	37	-1	
5	1	43	1	1	1	257	722	59	33	96.771530	(you
5	1	43	1	1	2	329	720	9	34	59.413662	|
5	1	43	1	1	3	349	729	77	27	96.740807	enjoy
5	1	43	1	1	4	433	715	8	45	53.949276	|
5	1	43	1	1	5	457	722	46	27	94.602669	the
5	1	43	1	1	6	515	720	79	32	92.333397	film?)
5	1	43	1	1	7	608	744	96	4	64.318985	..............
2	1	44	0	0	0	873	717	454	35	-1	
3	1	44	1	0	0	873	717	454	35	-1	
4	1	44	1	1	0	873	717	454	35	-1	
5	1	44	1	1	1	873	720	68	31	96.952980	(that
5	1	44	1	1	2	952	720	72	27	96.511925	clock
5	1	44	1	1	3	1036	717	9	35	88.368820	|
5	1	44	1	1	4	1057	719	93	31	45.303589	work?)
5	1	44	1	1	5	1164	743	163	3	0.000000	wcccccssssccseen
2	1	45	0	0	0	1225	814	15	17	-1	
3	1	45	1	0	0	1225	814	15	17	-1	
4	1	45	1	1	0	1225	814	15	17	-1	
5	1	45	1	1	1	1225	814	15	17	42.108688	Tl
2	1	46	0	0	0	1384	694	563	116	-1	
3	1	46	1	0	0	1384	694	563	116	-1	
4	1	46	1	1	0	1384	694	563	116	-1	
5	1	46	1	1	1	1384	701	20	30	43.609970	日
5	1	46	1	1	2	1418	694	92	116	38.581505	(wm
5	1	46	1	1	3	1523	716	9	35	48.556789	|
5	1	46	1	1	4	1544	719	62	26	96.546921	wait
5	1	46	1	1	5	1617	716	8	34	60.055397	|
5	1	46	1	1	6	1636	718	42	27	91.324394	for
5	1	46	1	1	7	1689	726	13	19	91.324394	a
5	1	46	1	1	8	1716	717	71	31	63.687027	bus?)
5	1	46	1	1	9	1802	742	82	2	18.449373	.....
5	1	46	1	1	10	1889	742	15	2	46.808811	-
5	1	46	1	1	11	1927	694	20	115	46.808811	)
2	1	47	0	0	0	815	813	371	51	-1	
3	1	47	1	0	0	815	813	371	51	-1	
4	1	47	1	1	0	815	813	371	51	-1	
5	1	47	1	1	1	815	813	371	51	26.979418	cool
5	1	47	1	1	2	954	809	39	75	6.522045	)
5	1	47	1	1	3	1029	809	82	75	33.990044	[gh
5	1	47	1	1	4	1142	809	44	75	79.585510	©
2	1	48	0	0	0	477	824	98	88	-1	
3	1	48	1	0	0	477	824	98	88	-1	
4	1	48	1	1	0	477	824	98	88	-1	
5	1	48	1	1	1	477	824	98	88	32.869411	sx
2	1	49	0	0	0	1059	862	83	38	-1	
3	1	49	1	0	0	1059	862	83	38	-1	
4	1	49	1	1	0	1059	862	83	38	-1	
5	1	49	1	1	1	1059	862	83	38	68.787827	—_
2	1	50	0	0	0	1172	871	78	50	-1	
3	1	50	1	0	0	1172	871	78	50	-1	
4	1	50	1	1	0	1172	871	78	50	-1	
5	1	50	1	1	1	1172	871	78	50	27.124376	vt
2	1	51	0	0	0	1638	863	149	68	-1	
3	1	51	1	0	0	1638	863	149	68	-1	
4	1	51	1	1	0	1638	863	149	68	-1	
5	1	51	1	1	1	1638	863	149	68	50.951618	AS
2	1	52	0	0	0	1460	937	55	31	-1	
3	1	52	1	0	0	1460	937	55	31	-1	
4	1	52	1	1	0	1460	937	55	31	-1	
5	1	52	1	1	1	1460	937	55	31	40.620819	a
2	1	53	0	0	0	1638	931	76	54	-1	
3	1	53	1	0	0	1638	931	76	54	-1	
4	1	53	1	1	0	1638	931	76	54	-1	
5	1	53	1	1	1	1638	953	9	32	0.000000	Y
2	1	54	0	0	0	1755	967	68	18	-1	
3	1	54	1	0	0	1755	967	68	18	-1	
4	1	54	1	1	0	1755	967	68	18	-1	
5	1	54	1	1	1	1755	967	68	18	38.890491	[二
2	1	55	0	0	0	1850	948	94	20	-1	
3	1	55	1	0	0	1850	948	94	20	-1	
4	1	55	1	1	0	1850	948	94	20	-1	
5	1	55	1	1	1	1846	942	18	31	93.037056	<
5	1	55	1	1	2	1863	942	20	31	54.705280	一
5	1	55	1	1	3	1882	948	19	20	80.770897	一
5	1	55	1	1	4	1900	942	16	31	73.360077	二
5	1	55	1	1	5	1915	948	29	20	38.032513	一
2	1	56	0	0	0	401	898	155	104	-1	
3	1	56	1	0	0	401	898	155	104	-1	
4	1	56	1	1	0	401	898	155	104	-1	
5	1	56	1	1	1	401	898	155	104	41.294216	Px
2	1	57	0	0	0	1089	999	204	27	-1	
3	1	57	1	0	0	1089	999	204	27	-1	
4	1	57	1	1	0	1089	999	204	27	-1	
5	1	57	1	1	1	1089	999	37	27	96.991158	No,
5	1	57	1	1	2	1147	1002	38	24	95.892876	it's
5	1	57	1	1	3	1197	999	96	27	96.425957	broken
2	1	58	0	0	0	1446	970	66	42	-1	
3	1	58	1	0	0	1446	970	66	42	-1	
4	1	58	1	1	0	1446	970	66	42	-1	
5	1	58	1	1	1	1446	970	66	42	38.158150	[>
2	1	59	0	0	0	1565	988	86	24	-1	
3	1	59	1	0	0	1565	988	86	24	-1	
4	1	59	1	1	0	1565	988	86	24	-1	
5	1	59	1	1	1	1565	988	86	24	43.529835	—
5	1	59	1	1	2	1627	984	28	32	43.529835	7
2	1	60	0	0	0	404	1023	272	35	-1	
3	1	60	1	0	0	404	1023	272	35	-1	
4	1	60	1	1	0	404	1023	272	35	-1	
5	1	60	1	1	1	404	1024	48	27	96.955360	Yes,
5	1	60	1	1	2	472	1027	39	24	95.681633	it's
5	1	60	1	1	3	520	1031	61	27	96.797066	very
5	1	60	1	1	4	592	1023	84	34	77.531281	funny.
2	1	61	0	0	0	1416	1009	120	26	-1	
3	1	61	1	0	0	1416	1009	120	26	-1	
4	1	61	1	1	0	1416	1009	120	26	-1	
5	1	61	1	1	1	1416	1009	120	26	38.064228	ee
2	1	62	0	0	0	1686	1007	185	27	-1	
3	1	62	1	0	0	1686	1007	185	27	-1	
4	1	62	1	1	0	1686	1007	185	27	-1	
5	1	62	1	1	1	1686	1007	38	27	96.661507	No,
5	1	62	1	1	2	1743	1007	41	27	87.497223	for
5	1	62	1	1	3	1795	1014	13	20	87.497223	a
5	1	62	1	1	4	1821	1009	50	25	96.443642	taxi
2	1	63	0	0	0	487	1090	65	1	-1	
3	1	63	1	0	0	487	1090	65	1	-1	
4	1	63	1	1	0	487	1090	65	1	-1	
5	1	63	1	1	1	487	1090	65	1	0.000000	———-
2	1	64	0	0	0	706	1089	245	2	-1	
3	1	64	1	0	0	706	1089	245	2	-1	
4	1	64	1	1	0	706	1089	245	2	-1	
5	1	64	1	1	1	702	1072	42	28	11.476545	EE
5	1	64	1	1	2	758	1072	47	28	0.000000	——
5	1	64	1	1	3	771	1089	180	1	0.000000	Ee
2	1	65	0	0	0	33	1148	56	30	-1	
3	1	65	1	0	0	33	1148	56	30	-1	
4	1	65	1	1	0	33	1148	56	30	-1	
5	1	65	1	1	1	33	1148	56	30	88.341446	4.2
2	1	66	0	0	0	370	1224	58	26	-1	
3	1	66	1	0	0	370	1224	58	26	-1	
4	1	66	1	1	0	370	1224	58	26	-1	
5	1	66	1	1	1	370	1224	58	26	96.925644	eat
2	1	67	0	0	0	879	1216	143	32	-1	
3	1	67	1	0	0	879	1216	143	32	-1	
4	1	67	1	1	0	879	1216	143	32	-1	
5	1	67	1	1	1	879	1216	92	32	96.246513	look
5	1	67	1	1	2	985	1222	37	26	96.854698	at
2	1	68	0	0	0	1118	1215	88	33	-1	
3	1	68	1	0	0	1118	1215	88	33	-1	
4	1	68	1	1	0	1118	1215	88	33	-1	
5	1	68	1	1	1	1118	1215	88	33	96.757439	read
2	1	69	0	0	0	210	1229	64	32	-1	
3	1	69	1	0	0	210	1229	64	32	-1	
4	1	69	1	1	0	210	1229	64	32	-1	
5	1	69	1	1	1	210	1229	64	32	96.544449	cry
2	1	70	0	0	0	455	1281	60	1	-1	
3	1	70	1	0	0	455	1281	60	1	-1	
4	1	70	1	1	0	455	1281	60	1	-1	
5	1	70	1	1	1	455	1281	60	1	0.000000	ee
2	1	71	0	0	0	524	1229	50	31	-1	
3	1	71	1	0	0	524	1229	50	31	-1	
4	1	71	1	1	0	524	1229	50	31	-1	
5	1	71	1	1	1	524	1229	50	31	94.539795	go
2	1	72	0	0	0	669	1216	114	43	-1	
3	1	72	1	0	0	669	1216	114	43	-1	
4	1	72	1	1	0	669	1216	114	43	-1	
5	1	72	1	1	1	669	1216	114	43	96.365211	laugh
2	1	73	0	0	0	1365	1278	49	1	-1	
3	1	73	1	0	0	1365	1278	49	1	-1	
4	1	73	1	1	0	1365	1278	49	1	-1	
5	1	73	1	1	1	1365	1278	49	1	68.523766	—
2	1	74	0	0	0	1812	1277	81	1	-1	
3	1	74	1	0	0	1812	1277	81	1	-1	
4	1	74	1	1	0	1812	1277	81	1	-1	
5	1	74	1	1	1	1812	1277	81	1	0.000000	ee
2	1	75	0	0	0	163	1312	40	44	-1	
3	1	75	1	0	0	163	1312	40	44	-1	
4	1	75	1	1	0	163	1312	40	44	-1	
5	1	75	1	1	1	163	1319	1	37	93.855659	|
5	1	75	1	1	2	190	1312	13	31	88.655586	1
2	1	76	0	0	0	349	1332	45	27	-1	
3	1	76	1	0	0	349	1332	45	27	-1	
4	1	76	1	1	0	349	1332	45	27	-1	
5	1	76	1	1	1	349	1332	45	27	96.807938	hat
2	1	77	0	0	0	612	1354	37	4	-1	
3	1	77	1	0	0	612	1354	37	4	-1	
4	1	77	1	1	0	612	1354	37	4	-1	
5	1	77	1	1	1	612	1354	37	4	19.874420	2
2	1	78	0	0	0	653	1354	29	3	-1	
3	1	78	1	0	0	653	1354	29	3	-1	
4	1	78	1	1	0	653	1354	29	3	-1	
5	1	78	1	1	1	653	1354	29	3	50.203819	rer
2	1	79	0	0	0	780	1310	19	31	-1	
3	1	79	1	0	0	780	1310	19	31	-1	
4	1	79	1	1	0	780	1310	19	31	-1	
5	1	79	1	1	1	780	1310	19	31	96.997498	2
2	1	80	0	0	0	1235	1329	47	27	-1	
3	1	80	1	0	0	1235	1329	47	27	-1	
4	1	80	1	1	0	1235	1329	47	27	-1	
5	1	80	1	1	1	1235	1329	47	27	96.914360	she
2	1	81	0	0	0	1512	1328	77	27	-1	
3	1	81	1	0	0	1512	1328	77	27	-1	
4	1	81	1	1	0	1512	1328	77	27	-1	
5	1	81	1	1	1	1512	1328	77	27	96.731941	What
2	1	82	0	0	0	1602	1335	269	28	-1	
3	1	82	1	0	0	1602	1335	269	28	-1	
4	1	82	1	1	0	1602	1335	269	28	-1	
5	1	82	1	1	1	1602	1352	55	2	0.000000	savanna
5	1	82	1	1	2	1661	1352	43	2	0.000000	aeaseau
5	1	82	1	1	3	1708	1352	16	2	11.835756	ene
5	1	82	1	1	4	1728	1351	29	3	0.000000	eKens
5	1	82	1	1	5	1763	1335	108	28	0.000000	esReDanaamsaareons
2	1	83	0	0	0	609	1401	44	3	-1	
3	1	83	1	0	0	609	1401	44	3	-1	
4	1	83	1	1	0	609	1401	44	3	-1	
5	1	83	1	1	1	609	1401	44	3	0.000000	corer
2	1	84	0	0	0	1513	1382	343	28	-1	
3	1	84	1	0	0	1513	1382	343	28	-1	
4	1	84	1	1	0	1513	1382	343	28	-1	
5	1	84	1	1	1	1513	1399	22	2	6.425524	seus
5	1	84	1	1	2	1539	1382	56	28	0.000000	eatinonean
5	1	84	1	1	3	1609	1382	33	28	0.000000	xmas
5	1	84	1	1	4	1646	1398	49	3	19.978695	papas
5	1	84	1	1	5	1700	1382	56	28	0.000000	neoenaeei
5	1	84	1	1	6	1768	1398	48	3	0.000000	freeanee
5	1	84	1	1	7	1824	1398	12	2	0.000000	ee
5	1	84	1	1	8	1840	1382	16	28	0.000000	aPel
2	1	85	0	0	0	297	1306	58	116	-1	
3	1	85	1	0	0	297	1306	58	116	-1	
4	1	85	1	1	0	297	1306	58	116	-1	
5	1	85	1	1	1	297	1306	58	116	54.217636	C
2	1	86	0	0	0	886	1302	128	123	-1	
3	1	86	1	0	0	886	1302	128	123	-1	
4	1	86	1	1	0	886	1302	128	123	-1	
5	1	86	1	1	1	886	1302	128	123	15.920143	[a
2	1	87	0	0	0	1387	1304	152	116	-1	
3	1	87	1	0	0	1387	1304	152	116	-1	
4	1	87	1	1	0	1387	1304	152	116	-1	
5	1	87	1	1	1	1387	1304	152	116	54.632607	ae
2	1	88	0	0	0	1872	1303	57	116	-1	
3	1	88	1	0	0	1872	1303	57	116	-1	
4	1	88	1	1	0	1872	1303	57	116	-1	
5	1	88	1	1	1	1872	1303	57	116	82.820786	)
2	1	89	0	0	0	546	1470	63	55	-1	
3	1	89	1	0	0	546	1470	63	55	-1	
4	1	89	1	1	0	546	1470	63	55	-1	
5	1	89	1	1	1	546	1470	63	55	30.994835	a
2	1	90	0	0	0	597	1530	30	21	-1	
3	1	90	1	0	0	597	1530	30	21	-1	
4	1	90	1	1	0	597	1530	30	21	-1	
5	1	90	1	1	1	597	1530	30	21	40.997120	fe]
2	1	91	0	0	0	1555	1525	97	135	-1	
3	1	91	1	0	0	1555	1525	97	135	-1	
4	1	91	1	1	0	1555	1525	97	135	-1	
5	1	91	1	1	1	1555	1525	97	135	0.429192	$
2	1	92	0	0	0	918	1754	265	24	-1	
3	1	92	1	0	0	918	1754	265	24	-1	
4	1	92	1	1	0	918	1754	265	24	-1	
5	1	92	1	1	1	918	1754	9	24	11.124763	TL
5	1	92	1	1	2	940	1774	243	3	0.000000	sevecazsevsuszesesertecomnvoveabeenen
2	1	93	0	0	0	1580	1772	256	4	-1	
3	1	93	1	0	0	1580	1772	256	4	-1	
4	1	93	1	1	0	1580	1772	256	4	-1	
5	1	93	1	1	1	1580	1772	256	4	0.000000	eveewospyemppawwogpyaagyyevasweoegpngy
2	1	94	0	0	0	1840	1772	9	3	-1	
3	1	94	1	0	0	1840	1772	9	3	-1	
4	1	94	1	1	0	1840	1772	9	3	-1	
5	1	94	1	1	1	1840	1772	9	3	64.559227	=
2	1	95	0	0	0	296	1752	313	35	-1	
3	1	95	1	0	0	296	1752	313	35	-1	
4	1	95	1	1	0	296	1752	313	35	-1	
5	1	95	1	1	1	296	1752	32	35	24.340816	Bi
5	1	95	1	1	2	341	1776	268	3	0.000000	rcscarsonsanegermasezcnsseceazon
2	1	96	0	0	0	1578	1803	202	28	-1	
3	1	96	1	0	0	1578	1803	249	28	-1	
4	1	96	1	1	0	1578	1803	202	28	-1	
5	1	96	1	1	1	1578	1819	9	3	25.980101	na
5	1	96	1	1	2	1591	1819	83	3	0.000000	tennemreie
5	1	96	1	1	3	1679	1803	28	28	39.711815	seeds
5	1	96	1	1	4	1716	1819	31	3	23.934774	SRO
5	1	96	1	1	5	1756	1819	24	2	0.000000	ER
2	1	97	0	0	0	188	1728	104	116	-1	
3	1	97	1	0	0	188	1728	104	116	-1	
4	1	97	1	1	0	188	1728	104	116	-1	
5	1	97	1	1	1	188	1728	104	116	26.360088	'C
2	1	98	0	0	0	265	1822	322	4	-1	
3	1	98	1	0	0	265	1822	322	4	-1	
4	1	98	1	1	0	265	1822	322	4	-1	
5	1	98	1	1	1	265	1822	322	4	0.000000	fvbsvcaanssaavwasvivecausonnsandacusnenaNeaniene
2	1	99	0	0	0	871	1820	310	5	-1	
3	1	99	1	0	0	871	1820	310	5	-1	
4	1	99	1	1	0	871	1820	310	5	-1	
5	1	99	1	1	1	871	1821	36	4	18.181658	Oana
5	1	99	1	1	2	913	1821	8	3	45.269337	Ca
5	1	99	1	1	3	932	1821	42	3	0.000000	NLC
5	1	99	1	1	4	990	1821	44	3	0.000000	EPL
5	1	99	1	1	5	1049	1821	39	3	21.372309	MERON
5	1	99	1	1	6	1093	1821	21	3	0.000000	EAE
5	1	99	1	1	7	1128	1821	19	2	0.000000	MERE
5	1	99	1	1	8	1152	1820	29	3	0.000000	SOREE
2	1	100	0	0	0	1842	1724	128	116	-1	
3	1	100	1	0	0	1842	1724	128	116	-1	
4	1	100	1	1	0	1842	1724	128	116	-1	
5	1	100	1	1	1	1842	1724	128	116	45.277664	|
2	1	101	0	0	0	1699	1979	200	90	-1	
3	1	101	1	0	0	1699	1979	200	90	-1	
4	1	101	1	1	0	1699	1979	200	90	-1	
5	1	101	1	1	1	1699	1979	69	90	86.140663	w
5	1	101	1	1	2	1853	1984	46	81	74.958511	4
2	1	102	0	0	0	192	1928	212	181	-1	
3	1	102	1	0	0	192	1928	212	181	-1	
4	1	102	1	1	0	192	1928	212	181	-1	
5	1	102	1	1	1	192	1928	212	181	0.000000	%
2	1	103	0	0	0	758	2114	184	5	-1	
3	1	103	1	0	0	758	2114	184	5	-1	
4	1	103	1	1	0	758	2114	184	5	-1	
5	1	103	1	1	1	758	2114	184	5	0.000000	SS
2	1	104	0	0	0	37	2175	55	29	-1	
3	1	104	1	0	0	37	2175	55	29	-1	
4	1	104	1	1	0	37	2175	55	29	-1	
5	1	104	1	1	1	37	2175	55	29	95.495476	4.3
2	1	105	0	0	0	837	2242	1	23	-1	
3	1	105	1	0	0	837	2242	1	23	-1	
4	1	105	1	1	0	837	2242	1	23	-1	
5	1	105	1	1	1	837	2242	1	23	92.896370	|
