level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	7	1	1	1	755	247	21	33	93.101181	3
5	1	7	1	1	2	804	247	26	32	90.975685	it
5	1	7	1	1	3	844	247	25	33	90.975685	is
5	1	7	1	1	4	884	255	62	24	96.616096	not
2	1	8	0	0	0	1375	247	210	33	-1	
3	1	8	1	0	0	1375	247	210	33	-1	
4	1	8	1	1	0	1375	247	210	33	-1	
5	1	8	1	1	1	1375	247	19	33	96.469414	5
5	1	8	1	1	2	1425	243	73	46	85.737373	Iam
5	1	8	1	1	3	1523	255	62	25	94.571472	not
2	1	9	0	0	0	142	302	197	44	-1	
3	1	9	1	0	0	142	302	197	44	-1	
4	1	9	1	1	0	142	302	197	44	-1	
5	1	9	1	1	1	142	303	21	32	93.800316	2
5	1	9	1	1	2	191	302	81	44	95.046112	they
5	1	9	1	1	3	286	314	53	21	96.542450	are
2	1	10	0	0	0	756	302	158	34	-1	
3	1	10	1	0	0	756	302	158	34	-1	
4	1	10	1	1	0	756	302	158	34	-1	
5	1	10	1	1	1	756	304	21	32	96.690964	4
5	1	10	1	1	2	805	302	70	34	96.752106	that
5	1	10	1	1	3	890	303	24	33	96.621544	is
2	1	11	0	0	0	1375	304	265	42	-1	
3	1	11	1	0	0	1375	304	265	42	-1	
4	1	11	1	1	0	1375	304	265	42	-1	
5	1	11	1	1	1	1375	304	21	32	94.488174	6
5	1	11	1	1	2	1422	314	71	32	95.759369	you
5	1	11	1	1	3	1509	314	53	22	95.759369	are
5	1	11	1	1	4	1578	311	62	25	95.802879	not
2	1	12	0	0	0	14	392	54	33	-1	
3	1	12	1	0	0	14	392	54	33	-1	
4	1	12	1	1	0	14	392	54	33	-1	
5	1	12	1	1	1	14	392	54	33	96.681824	1.2
2	1	13	0	0	0	147	387	373	41	-1	
3	1	13	1	0	0	147	387	373	41	-1	
4	1	13	1	1	0	147	387	373	41	-1	
5	1	13	1	1	1	147	387	35	40	37.305893	dia
5	1	13	1	1	2	212	389	16	35	59.256828	A
5	1	13	1	1	3	247	401	74	24	72.035736	am,
5	1	13	1	1	4	357	390	27	35	92.700058	is
5	1	13	1	1	5	403	388	35	40	95.422050	或
5	1	13	1	1	6	457	401	63	24	91.194397	are
2	1	14	0	0	0	146	464	636	44	-1	
3	1	14	1	0	0	146	464	636	44	-1	
4	1	14	1	1	0	146	464	636	44	-1	
5	1	14	1	1	1	146	466	13	31	94.630867	1
5	1	14	1	1	2	191	464	76	34	94.630867	The
5	1	14	1	1	3	282	464	150	34	80.958031	weather
5	1	14	1	1	4	446	469	126	27	47.042755	......!%.....
5	1	14	1	1	5	587	466	77	32	96.357414	nice
5	1	14	1	1	6	679	464	103	44	96.958328	today
2	1	15	0	0	0	867	464	299	34	-1	
3	1	15	1	0	0	867	464	299	34	-1	
4	1	15	1	1	0	867	464	299	34	-1	
5	1	15	1	1	1	867	466	19	32	96.640854	5
5	1	15	1	1	2	915	464	108	34	96.478233	Look!
5	1	15	1	1	3	1053	464	113	34	96.273018	There
2	1	16	0	0	0	1324	465	103	33	-1	
3	1	16	1	0	0	1324	465	103	33	-1	
4	1	16	1	1	0	1324	465	103	33	-1	
5	1	16	1	1	1	1324	465	103	33	96.495186	Carol
2	1	17	0	0	0	142	522	62	32	-1	
3	1	17	1	0	0	142	522	62	32	-1	
4	1	17	1	1	0	142	522	62	32	-1	
5	1	17	1	1	1	142	522	62	32	14.457779	i
5	1	17	1	1	2	197	518	9	51	80.253891	|
2	1	18	0	0	0	362	520	158	34	-1	
3	1	18	1	0	0	362	520	158	34	-1	
4	1	18	1	1	0	362	520	158	34	-1	
5	1	18	1	1	1	362	529	62	25	96.613937	not
5	1	18	1	1	2	439	520	81	34	96.922272	rich.
2	1	19	0	0	0	866	520	375	45	-1	
3	1	19	1	0	0	866	520	375	45	-1	
4	1	19	1	1	0	866	520	375	45	-1	
5	1	19	1	1	1	866	522	21	32	95.345207	6
5	1	19	1	1	2	915	522	65	43	94.713280	My
5	1	19	1	1	3	993	520	141	35	96.412537	brother
5	1	19	1	1	4	1148	520	66	34	95.495956	and
5	1	19	1	1	5	1229	522	12	32	95.495956	I
2	1	20	0	0	0	1399	521	368	44	-1	
3	1	20	1	0	0	1399	521	368	44	-1	
4	1	20	1	1	0	1399	521	368	44	-1	
5	1	20	1	1	1	1399	521	94	44	96.800697	good
5	1	20	1	1	2	1508	522	108	32	96.539688	tennis
5	1	20	1	1	3	1631	521	136	44	96.876877	players.
2	1	21	0	0	0	143	576	211	45	-1	
3	1	21	1	0	0	143	576	211	45	-1	
4	1	21	1	1	0	143	576	211	45	-1	
5	1	21	1	1	1	143	578	20	33	88.058716	3
5	1	21	1	1	2	191	577	82	34	88.058716	This
5	1	21	1	1	3	288	576	66	45	96.391823	bag
2	1	22	0	0	0	508	577	108	44	-1	
3	1	22	1	0	0	508	577	108	44	-1	
4	1	22	1	1	0	508	577	108	44	-1	
5	1	22	1	1	1	508	577	108	44	96.369873	heavy
2	1	23	0	0	0	866	576	157	46	-1	
3	1	23	1	0	0	866	576	157	46	-1	
4	1	23	1	1	0	866	576	157	46	-1	
5	1	23	1	1	1	866	579	21	32	94.686058	7
5	1	23	1	1	2	915	576	108	46	94.686058	Emily
2	1	24	0	0	0	1166	577	412	34	-1	
3	1	24	1	0	0	1166	577	412	34	-1	
4	1	24	1	1	0	1166	577	412	34	-1	
5	1	24	1	1	1	1166	586	30	25	96.761932	at
5	1	24	1	1	2	1209	577	112	34	96.105255	home.
5	1	24	1	1	3	1349	579	72	32	96.481796	Her
5	1	24	1	1	4	1433	577	145	34	96.694565	children
2	1	25	0	0	0	1722	577	166	34	-1	
3	1	25	1	0	0	1722	577	166	34	-1	
4	1	25	1	1	0	1722	577	166	34	-1	
5	1	25	1	1	1	1722	586	31	25	96.573616	at
5	1	25	1	1	2	1765	577	123	34	95.525055	school.
2	1	26	0	0	0	867	635	61	33	-1	
3	1	26	1	0	0	867	635	61	33	-1	
4	1	26	1	1	0	867	635	61	33	-1	
5	1	26	1	1	1	867	635	20	33	85.284576	8
5	1	26	1	1	2	917	635	11	32	85.284576	I
2	1	27	0	0	0	1086	634	225	34	-1	
3	1	27	1	0	0	1086	634	225	34	-1	
4	1	27	1	1	0	1086	634	225	34	-1	
5	1	27	1	1	1	1086	646	18	21	96.444016	a
5	1	27	1	1	2	1118	636	67	32	96.444016	taxi
5	1	27	1	1	3	1200	634	111	33	96.335693	driver
2	1	28	0	0	0	1675	646	130	22	-1	
3	1	28	1	0	0	1675	646	130	22	-1	
4	1	28	1	1	0	1675	646	130	22	-1	
5	1	28	1	1	1	1675	646	18	22	94.598312	a
5	1	28	1	1	2	1708	646	97	21	94.598312	nurse
2	1	29	0	0	0	143	633	252	45	-1	
3	1	29	1	0	0	143	633	393	45	-1	
4	1	29	1	1	0	143	633	252	45	-1	
5	1	29	1	1	1	143	635	21	33	79.503189	4
5	1	29	1	1	2	191	634	111	33	79.503189	These
5	1	29	1	1	3	317	633	78	45	92.793922	bags
5	1	29	1	1	4	411	661	125	4	4.405537	oon
2	1	30	0	0	0	552	634	108	43	-1	
3	1	30	1	0	0	552	634	108	43	-1	
4	1	30	1	1	0	552	634	108	43	-1	
5	1	30	1	1	1	552	634	108	43	96.594841	heavy
2	1	31	0	0	0	1349	635	172	43	-1	
3	1	31	1	0	0	1349	635	172	43	-1	
4	1	31	1	1	0	1349	635	172	43	-1	
5	1	31	1	1	1	1349	636	65	42	96.672295	My
5	1	31	1	1	2	1429	635	92	32	96.672295	sister
2	1	32	0	0	0	14	724	54	32	-1	
3	1	32	1	0	0	14	724	54	32	-1	
4	1	32	1	1	0	14	724	54	32	-1	
5	1	32	1	1	1	14	724	54	32	92.867920	13
2	1	33	0	0	0	158	719	252	40	-1	
3	1	33	1	0	0	158	719	252	40	-1	
4	1	33	1	1	0	158	719	252	40	-1	
5	1	33	1	1	1	158	724	25	34	74.008484	76,
5	1	33	1	1	2	198	719	30	40	45.473434	AK,
5	1	33	1	1	3	252	723	4	34	60.992687	B
5	1	33	1	1	4	288	719	28	40	54.865036	Bl
5	1	33	1	1	5	338	726	72	32	19.191847	fF
2	1	34	0	0	0	147	795	243	34	-1	
3	1	34	1	0	0	147	795	243	34	-1	
4	1	34	1	1	0	147	795	243	34	-1	
5	1	34	1	1	1	147	797	12	32	94.171745	1
5	1	34	1	1	2	192	797	99	32	94.171745	Steve
5	1	34	1	1	3	307	797	24	32	96.860382	is
5	1	34	1	1	4	347	795	43	34	95.604370	ill.
2	1	35	0	0	0	487	790	22	31	-1	
3	1	35	1	0	0	487	790	22	31	-1	
4	1	35	1	1	0	487	790	22	31	-1	
5	1	35	1	1	1	487	790	22	31	59.291748	日
2	1	36	0	0	0	514	800	49	21	-1	
3	1	36	1	0	0	514	800	49	21	-1	
4	1	36	1	1	0	514	800	49	21	-1	
5	1	36	1	1	1	514	800	49	21	65.613708	69
2	1	37	0	0	0	623	796	118	34	-1	
3	1	37	1	0	0	623	796	118	34	-1	
4	1	37	1	1	0	623	796	118	34	-1	
5	1	37	1	1	1	623	808	35	21	95.732613	in
5	1	37	1	1	2	673	796	68	34	91.696243	bed
2	1	38	0	0	0	143	852	427	44	-1	
3	1	38	1	0	0	143	852	427	44	-1	
4	1	38	1	1	0	143	852	427	44	-1	
5	1	38	1	1	1	143	854	21	31	95.903656	2
5	1	38	1	1	2	193	852	64	33	86.673851	I’m
5	1	38	1	1	3	271	861	62	25	95.650612	not
5	1	38	1	1	4	348	852	143	44	96.910065	hungry,
5	1	38	1	1	5	507	852	63	34	96.731079	but
2	1	39	0	0	0	854	852	116	44	-1	
3	1	39	1	0	0	854	852	116	44	-1	
4	1	39	1	1	0	854	852	116	44	-1	
5	1	39	1	1	1	854	852	116	44	96.847801	thirsty
2	1	40	0	0	0	1074	910	44	33	-1	
3	1	40	1	0	0	1074	910	44	33	-1	
4	1	40	1	1	0	1074	910	44	33	-1	
5	1	40	1	1	1	1074	910	44	33	96.956558	98
2	1	41	0	0	0	143	908	618	45	-1	
3	1	41	1	0	0	143	908	618	45	-1	
4	1	41	1	1	0	143	908	618	45	-1	
5	1	41	1	1	1	143	910	21	32	88.711670	3
5	1	41	1	1	2	192	910	59	32	88.711670	Mr
5	1	41	1	1	3	264	908	152	34	95.879303	Thomas
5	1	41	1	1	4	430	910	25	32	96.837051	is
5	1	41	1	1	5	471	921	17	21	96.466606	a
5	1	41	1	1	6	502	921	81	32	96.670860	very
5	1	41	1	1	7	598	908	59	34	96.767738	old
5	1	41	1	1	8	671	921	90	21	96.412178	man.
2	1	42	0	0	0	143	965	666	40	-1	
3	1	42	1	0	0	143	965	666	40	-1	
4	1	42	1	1	0	143	965	666	40	-1	
5	1	42	1	1	1	143	967	21	31	96.668144	4
5	1	42	1	1	2	192	965	111	33	96.041443	These
5	1	42	1	1	3	319	965	104	34	93.265869	chairs
5	1	42	1	1	4	438	965	106	33	92.582741	aren’t
5	1	42	1	1	5	557	965	173	40	96.304672	beautiful,
5	1	42	1	1	6	746	965	63	34	96.659760	but
2	1	43	0	0	0	1093	936	223	63	-1	
3	1	43	1	0	0	1093	936	223	63	-1	
4	1	43	1	1	0	1093	936	223	63	-1	
5	1	43	1	1	1	1093	936	223	63	0.000000	本
2	1	44	0	0	0	144	1022	546	44	-1	
3	1	44	1	0	0	144	1022	546	44	-1	
4	1	44	1	1	0	144	1022	546	44	-1	
5	1	44	1	1	1	144	1023	19	33	90.679337	5
5	1	44	1	1	2	192	1022	76	33	89.882401	The
5	1	44	1	1	3	283	1022	150	33	96.700768	weather
5	1	44	1	1	4	446	1023	25	32	96.677330	is
5	1	44	1	1	5	487	1023	76	32	96.688820	nice
5	1	44	1	1	6	578	1022	112	44	96.551315	today.
2	1	45	0	0	0	1003	1022	311	44	-1	
3	1	45	1	0	0	1003	1022	311	44	-1	
4	1	45	1	1	0	1003	1022	311	44	-1	
5	1	45	1	1	1	1003	1034	107	22	96.735023	warm
5	1	45	1	1	2	1124	1022	67	34	96.864632	and
5	1	45	1	1	3	1205	1034	109	32	96.336014	sunny
2	1	46	0	0	0	474	1078	86	34	-1	
3	1	46	1	0	0	360	1078	200	34	-1	
4	1	46	1	1	0	474	1078	86	34	-1	
5	1	46	1	1	1	360	1106	98	4	0.000000	eam
5	1	46	1	1	2	474	1078	86	34	78.337265	late.”
2	1	47	0	0	0	637	1078	458	44	-1	
3	1	47	1	0	0	637	1078	458	44	-1	
4	1	47	1	1	0	637	1078	458	44	-1	
5	1	47	1	1	1	637	1079	83	38	83.326813	‘No,
5	1	47	1	1	2	737	1079	65	33	96.142509	I’m
5	1	47	1	1	3	816	1087	72	25	95.964600	not.
5	1	47	1	1	4	907	1079	63	33	95.343407	I’m
5	1	47	1	1	5	985	1078	110	44	95.150047	early!’
2	1	48	0	0	0	143	1134	503	34	-1	
3	1	48	1	0	0	143	1134	503	34	-1	
4	1	48	1	1	0	143	1134	503	34	-1	
5	1	48	1	1	1	143	1136	21	32	96.179588	7
5	1	48	1	1	2	193	1134	184	34	96.179588	Catherine
5	1	48	1	1	3	392	1135	77	33	96.513451	isn’t
5	1	48	1	1	4	484	1143	31	25	96.450256	at
5	1	48	1	1	5	529	1134	117	34	96.465744	home.
2	1	49	0	0	0	960	1134	153	34	-1	
3	1	49	1	0	0	960	1134	153	34	-1	
4	1	49	1	1	0	960	1134	153	34	-1	
5	1	49	1	1	1	960	1143	32	25	96.689003	at
5	1	49	1	1	2	1005	1134	108	34	96.591385	work.
2	1	50	0	0	0	144	1191	57	33	-1	
3	1	50	1	0	0	144	1191	57	33	-1	
4	1	50	1	1	0	144	1191	57	33	-1	
5	1	50	1	1	1	144	1192	20	32	94.900917	8
5	1	50	1	1	2	194	1191	7	12	56.915035	‘
2	1	51	0	0	0	473	1191	201	44	-1	
3	1	51	1	0	0	473	1191	201	44	-1	
4	1	51	1	1	0	473	1191	201	44	-1	
5	1	51	1	1	1	473	1203	89	32	96.732582	your
5	1	51	1	1	2	576	1191	98	33	95.315811	coat.’
2	1	52	0	0	0	751	1190	529	45	-1	
3	1	52	1	0	0	751	1190	529	45	-1	
4	1	52	1	1	0	751	1190	529	45	-1	
5	1	52	1	1	1	751	1190	84	40	89.963142	‘Oh,
5	1	52	1	1	2	852	1190	104	35	96.271950	thank
5	1	52	1	1	3	969	1203	72	32	96.958046	you
5	1	52	1	1	4	1056	1203	81	32	96.277435	very
5	1	52	1	1	5	1151	1190	129	35	92.834145	much.’
2	1	53	0	0	0	16	1281	56	32	-1	
3	1	53	1	0	0	16	1281	56	32	-1	
4	1	53	1	1	0	16	1281	56	32	-1	
5	1	53	1	1	1	16	1281	56	32	95.850685	1.4
2	1	54	0	0	0	152	1275	1129	42	-1	
3	1	54	1	0	0	152	1275	1129	42	-1	
4	1	54	1	1	0	152	1275	1129	42	-1	
5	1	54	1	1	1	152	1275	75	40	92.616127	参看
5	1	54	1	1	2	242	1276	74	41	61.574471	莉
5	1	54	1	1	3	334	1277	11	25	88.814735	萨
5	1	54	1	1	4	349	1277	37	38	96.927574	所
5	1	54	1	1	5	386	1277	21	38	96.860672	用
5	1	54	1	1	6	424	1276	75	41	96.704422	的
5	1	54	1	1	7	519	1277	27	38	43.754711	句子
5	1	54	1	1	8	582	1280	107	35	57.489883	(Unit
5	1	54	1	1	9	713	1280	85	37	90.789154	1A)。
5	1	54	1	1	10	835	1276	100	40	90.353981	现
5	1	54	1	1	11	895	1269	48	62	93.275856	在
5	1	54	1	1	12	975	1281	14	24	92.742767	写
5	1	54	1	1	13	987	1278	18	35	92.953804	写
5	1	54	1	1	14	1020	1276	33	40	96.856453	你
5	1	54	1	1	15	1071	1277	97	39	96.758148	自己
5	1	54	1	1	16	1173	1277	38	39	96.546600	的
5	1	54	1	1	17	1247	1279	34	35	96.908043	情况
2	1	55	0	0	0	147	1353	290	44	-1	
3	1	55	1	0	0	147	1353	290	44	-1	
4	1	55	1	1	0	147	1353	290	44	-1	
5	1	55	1	1	1	147	1354	13	32	95.142159	1
5	1	55	1	1	2	195	1353	141	42	94.458885	(name?)
5	1	55	1	1	3	371	1355	66	42	96.768867	My
2	1	56	0	0	0	1052	1352	608	44	-1	
3	1	56	1	0	0	1052	1352	608	44	-1	
4	1	56	1	1	0	1052	1352	608	44	-1	
5	1	56	1	1	1	1052	1354	20	33	84.671303	5
5	1	56	1	1	2	1115	1352	177	44	86.871948	(favourite
5	1	56	1	1	3	1308	1352	121	35	96.291588	colour
5	1	56	1	1	4	1443	1365	40	22	96.827805	or
5	1	56	1	1	5	1497	1352	163	43	96.757996	colours?)
2	1	57	0	0	0	144	1408	181	44	-1	
3	1	57	1	0	0	144	1408	181	44	-1	
4	1	57	1	1	0	144	1408	181	44	-1	
5	1	57	1	1	1	144	1410	21	32	95.727211	2
5	1	57	1	1	2	195	1408	130	44	95.727211	(from?)
2	1	58	0	0	0	374	1411	11	31	-1	
3	1	58	1	0	0	374	1411	11	31	-1	
4	1	58	1	1	0	374	1411	11	31	-1	
5	1	58	1	1	1	374	1411	11	31	83.274651	I
2	1	59	0	0	0	1113	1411	64	42	-1	
3	1	59	1	0	0	1113	1411	64	42	-1	
4	1	59	1	1	0	1113	1411	64	42	-1	
5	1	59	1	1	1	1113	1411	64	42	96.194748	My
2	1	60	0	0	0	144	1466	152	43	-1	
3	1	60	1	0	0	144	1466	152	43	-1	
4	1	60	1	1	0	144	1466	152	43	-1	
5	1	60	1	1	1	144	1467	20	32	87.177704	3
5	1	60	1	1	2	195	1466	101	43	87.177704	(age?)
2	1	61	0	0	0	374	1468	11	31	-1	
3	1	61	1	0	0	374	1468	11	31	-1	
4	1	61	1	1	0	374	1468	11	31	-1	
5	1	61	1	1	1	374	1468	11	31	82.606239	I
2	1	62	0	0	0	1052	1466	408	42	-1	
3	1	62	1	0	0	1052	1466	408	42	-1	
4	1	62	1	1	0	1052	1466	408	42	-1	
5	1	62	1	1	1	1052	1467	21	32	88.136971	6
5	1	62	1	1	2	1115	1466	193	42	88.136971	(interested
5	1	62	1	1	3	1322	1467	35	32	92.031013	in
5	1	62	1	1	4	1376	1493	38	6	84.954659	...
5	1	62	1	1	5	1434	1466	26	42	84.954659	?)
2	1	63	0	0	0	144	1522	151	44	-1	
3	1	63	1	0	0	144	1522	151	44	-1	
4	1	63	1	1	0	144	1522	151	44	-1	
5	1	63	1	1	1	144	1523	21	32	91.154472	4
5	1	63	1	1	2	195	1522	100	44	91.154472	(job?)
2	1	64	0	0	0	374	1524	11	31	-1	
3	1	64	1	0	0	374	1524	11	31	-1	
4	1	64	1	1	0	374	1524	11	31	-1	
5	1	64	1	1	1	374	1524	11	31	92.351868	I
2	1	65	0	0	0	17	1612	55	33	-1	
3	1	65	1	0	0	17	1612	55	33	-1	
4	1	65	1	1	0	17	1612	55	33	-1	
5	1	65	1	1	1	17	1612	55	33	49.844990	1.5
2	1	66	0	0	0	153	1607	484	41	-1	
3	1	66	1	0	0	153	1607	484	41	-1	
4	1	66	1	1	0	153	1607	484	41	-1	
5	1	66	1	1	1	153	1608	29	39	78.694275	恨
5	1	66	1	1	2	209	1607	45	40	93.144753	据
5	1	66	1	1	3	254	1587	40	80	93.291260	下
5	1	66	1	1	4	294	1608	55	40	93.180710	列
5	1	66	1	1	5	349	1587	45	80	92.614014	词
5	1	66	1	1	6	394	1609	16	37	92.421326	语
5	1	66	1	1	7	434	1608	22	39	93.245819	和
5	1	66	1	1	8	479	1610	20	36	93.126038	图
5	1	66	1	1	9	529	1607	16	40	88.885551	片
5	1	66	1	1	10	574	1607	18	41	90.631332	造
5	1	66	1	1	11	613	1614	24	33	76.790749	名
2	1	67	0	0	0	193	1684	120	34	-1	
3	1	67	1	0	0	193	1684	120	34	-1	
4	1	67	1	1	0	193	1684	120	34	-1	
5	1	67	1	1	1	193	1684	120	34	91.783562	afraid
2	1	68	0	0	0	410	1696	118	33	-1	
3	1	68	1	0	0	410	1696	118	33	-1	
4	1	68	1	1	0	410	1696	118	33	-1	
5	1	68	1	1	1	410	1696	118	33	89.384933	angry
2	1	69	0	0	0	625	1684	89	34	-1	
3	1	69	1	0	0	625	1684	89	34	-1	
4	1	69	1	1	0	625	1684	89	34	-1	
5	1	69	1	1	1	625	1684	89	34	92.494133	cold
2	1	70	0	0	0	810	1684	70	34	-1	
3	1	70	1	0	0	810	1684	70	34	-1	
4	1	70	1	1	0	810	1684	70	34	-1	
5	1	70	1	1	1	810	1684	70	34	92.588112	hot
2	1	71	0	0	0	975	1684	392	45	-1	
3	1	71	1	0	0	975	1684	392	45	-1	
4	1	71	1	1	0	975	1684	392	45	-1	
5	1	71	1	1	1	975	1684	151	45	92.445686	hungry
5	1	71	1	1	2	1160	1680	50	53	33.927177	_
5	1	71	1	1	3	1214	1684	153	44	54.734131	thirsty-
2	1	72	0	0	0	1002	1765	161	65	-1	
3	1	72	1	0	0	1002	1765	161	65	-1	
4	1	72	1	1	0	1002	1765	161	65	-1	
5	1	72	1	1	1	1002	1765	44	65	19.435797	3
5	1	72	1	1	2	1085	1776	78	39	38.658630	4
2	1	73	0	0	0	351	1798	76	65	-1	
3	1	73	1	0	0	351	1798	76	65	-1	
4	1	73	1	1	0	351	1798	76	65	-1	
5	1	73	1	1	1	351	1798	76	65	66.259598	@
2	1	74	0	0	0	965	1828	74	36	-1	
3	1	74	1	0	0	965	1828	74	36	-1	
4	1	74	1	1	0	965	1828	74	36	-1	
5	1	74	1	1	1	965	1828	74	36	37.673985	AEX
2	1	75	0	0	0	1102	1831	119	36	-1	
3	1	75	1	0	0	1102	1831	119	36	-1	
4	1	75	1	1	0	1102	1831	119	36	-1	
5	1	75	1	1	1	1102	1831	119	36	44.326523	O55
2	1	76	0	0	0	1223	1812	27	36	-1	
3	1	76	1	0	0	1223	1812	27	36	-1	
4	1	76	1	1	0	1223	1812	27	36	-1	
5	1	76	1	1	1	1223	1812	27	36	30.048504	ty
2	1	77	0	0	0	1743	1780	182	58	-1	
3	1	77	1	0	0	1743	1780	182	58	-1	
4	1	77	1	1	0	1743	1780	182	58	-1	
5	1	77	1	1	1	1743	1780	182	58	41.358685	ERY
2	1	78	0	0	0	1254	1887	54	18	-1	
3	1	78	1	0	0	1254	1887	54	18	-1	
4	1	78	1	1	0	1254	1887	54	18	-1	
5	1	78	1	1	1	1254	1887	54	18	0.000000	 <—
2	1	79	0	0	0	1431	1819	176	64	-1	
3	1	79	1	0	0	1431	1819	176	64	-1	
4	1	79	1	1	0	1431	1819	176	64	-1	
5	1	79	1	1	1	1431	1819	176	64	16.793680	1
2	1	80	0	0	0	1087	1887	26	42	-1	
3	1	80	1	0	0	1087	1887	26	42	-1	
4	1	80	1	1	0	1087	1887	26	42	-1	
5	1	80	1	1	1	1087	1887	26	42	73.874939	%
2	1	81	0	0	0	1138	1869	20	83	-1	
3	1	81	1	0	0	1138	1869	20	83	-1	
4	1	81	1	1	0	1138	1869	20	83	-1	
5	1	81	1	1	1	1138	1869	20	83	22.863665	}
2	1	82	0	0	0	1159	1898	48	54	-1	
3	1	82	1	0	0	1159	1898	48	54	-1	
4	1	82	1	1	0	1159	1898	48	54	-1	
5	1	82	1	1	1	1155	1894	16	62	30.999298	8
5	1	82	1	1	2	1197	1898	10	54	0.000000	/
2	1	83	0	0	0	1617	1899	91	25	-1	
3	1	83	1	0	0	1617	1899	91	25	-1	
4	1	83	1	1	0	1617	1899	91	25	-1	
5	1	83	1	1	1	1617	1894	22	34	18.999271	So
5	1	83	1	1	2	1675	1899	33	25	40.782475	iy
2	1	84	0	0	0	232	1936	50	21	-1	
3	1	84	1	0	0	232	1936	50	21	-1	
4	1	84	1	1	0	232	1936	50	21	-1	
5	1	84	1	1	1	232	1936	50	21	59.145466	of
2	1	85	0	0	0	321	1906	53	81	-1	
3	1	85	1	0	0	321	1906	53	81	-1	
4	1	85	1	1	0	321	1906	53	81	-1	
5	1	85	1	1	1	321	1906	53	81	41.725052	Te
2	1	86	0	0	0	491	1888	30	95	-1	
3	1	86	1	0	0	491	1888	30	95	-1	
4	1	86	1	1	0	491	1888	30	95	-1	
5	1	86	1	1	1	491	1888	30	95	32.450096	4
2	1	87	0	0	0	1227	1915	82	42	-1	
3	1	87	1	0	0	1227	1915	82	42	-1	
4	1	87	1	1	0	1227	1915	82	42	-1	
5	1	87	1	1	1	1227	1915	82	42	34.924950	(E=
2	1	88	0	0	0	1231	1970	33	10	-1	
3	1	88	1	0	0	1231	1970	33	10	-1	
4	1	88	1	1	0	1231	1970	33	10	-1	
5	1	88	1	1	1	1231	1970	33	10	50.094372	<=
2	1	89	0	0	0	1286	1965	30	8	-1	
3	1	89	1	0	0	1286	1965	30	8	-1	
4	1	89	1	1	0	1286	1965	30	8	-1	
5	1	89	1	1	1	1286	1965	30	8	18.925781	CE
2	1	90	0	0	0	1494	1915	54	68	-1	
3	1	90	1	0	0	1494	1915	54	68	-1	
4	1	90	1	1	0	1494	1915	54	68	-1	
5	1	90	1	1	1	1494	1915	54	68	0.000000	oy)
2	1	91	0	0	0	1721	1941	76	49	-1	
3	1	91	1	0	0	1721	1941	76	49	-1	
4	1	91	1	1	0	1721	1941	76	49	-1	
5	1	91	1	1	1	1721	1941	76	49	33.346054	tee
2	1	92	0	0	0	1862	1973	49	10	-1	
3	1	92	1	0	0	1862	1973	49	10	-1	
4	1	92	1	1	0	1862	1973	49	10	-1	
5	1	92	1	1	1	1862	1973	49	10	18.142290	AN
2	1	93	0	0	0	1123	1978	75	24	-1	
3	1	93	1	0	0	1123	1978	75	24	-1	
4	1	93	1	1	0	1123	1978	75	24	-1	
5	1	93	1	1	1	1123	1978	75	24	32.764618	Be
2	1	94	0	0	0	1127	2004	63	13	-1	
