level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	18	1	1	1	821	1036	131	42	48.455063	ERA
2	1	19	0	0	0	372	1109	12	32	-1	
3	1	19	1	0	0	372	1109	12	32	-1	
4	1	19	1	1	0	372	1109	12	32	-1	
5	1	19	1	1	1	372	1109	12	32	94.077942	I
2	1	20	0	0	0	436	1119	65	22	-1	
3	1	20	1	0	0	436	1119	65	22	-1	
4	1	20	1	1	0	436	1119	65	22	-1	
5	1	20	1	1	1	436	1119	65	22	95.683952	am
2	1	21	0	0	0	912	1110	11	32	-1	
3	1	21	1	0	0	912	1110	11	32	-1	
4	1	21	1	1	0	912	1110	11	32	-1	
5	1	21	1	1	1	912	1110	11	32	94.528297	I
2	1	22	0	0	0	976	1115	150	27	-1	
3	1	22	1	0	0	976	1115	150	27	-1	
4	1	22	1	1	0	976	1115	150	27	-1	
5	1	22	1	1	1	976	1120	65	22	94.948044	am
5	1	22	1	1	2	1055	1115	71	27	94.948044	not
2	1	23	0	0	0	546	1109	94	42	-1	
3	1	23	1	0	0	546	1109	94	42	-1	
4	1	23	1	1	0	546	1109	94	42	-1	
5	1	23	1	1	1	546	1109	94	42	0.000000	(Pm)
2	1	24	0	0	0	1180	1110	180	42	-1	
3	1	24	1	0	0	1180	1110	180	42	-1	
4	1	24	1	1	0	1180	1110	180	42	-1	
5	1	24	1	1	1	1180	1110	85	42	76.778893	(I’m
5	1	24	1	1	2	1279	1110	81	42	93.829414	not)
2	1	25	0	0	0	341	1188	44	34	-1	
3	1	25	1	0	0	341	1188	44	34	-1	
4	1	25	1	1	0	341	1188	44	34	-1	
5	1	25	1	1	1	341	1188	44	34	96.974907	he
2	1	26	0	0	0	881	1189	44	34	-1	
3	1	26	1	0	0	881	1189	44	34	-1	
4	1	26	1	1	0	881	1189	44	34	-1	
5	1	26	1	1	1	881	1189	44	34	96.844864	he
2	1	27	0	0	0	546	1189	101	42	-1	
3	1	27	1	0	0	546	1189	101	42	-1	
4	1	27	1	1	0	546	1189	101	42	-1	
5	1	27	1	1	1	546	1189	101	42	96.308182	(he’s)
2	1	28	0	0	0	1179	1189	174	44	-1	
3	1	28	1	0	0	1179	1189	174	44	-1	
4	1	28	1	1	0	1179	1189	174	44	-1	
5	1	28	1	1	1	1179	1189	89	44	96.705750	(he’s
5	1	28	1	1	2	1282	1196	71	27	96.693916	not
2	1	29	0	0	0	1440	1187	214	46	-1	
3	1	29	1	0	0	1440	1187	214	46	-1	
4	1	29	1	1	0	1440	1187	214	46	-1	
5	1	29	1	1	1	1440	1187	37	41	96.138954	或
5	1	29	1	1	2	1495	1190	43	34	96.296333	he
5	1	29	1	1	3	1552	1190	102	43	96.679848	isn’t)
2	1	30	0	0	0	327	1244	58	35	-1	
3	1	30	1	0	0	327	1244	58	35	-1	
4	1	30	1	1	0	327	1244	58	35	-1	
5	1	30	1	1	1	327	1244	58	35	96.950241	she
2	1	31	0	0	0	435	1245	31	34	-1	
3	1	31	1	0	0	435	1245	31	34	-1	
4	1	31	1	1	0	435	1245	31	34	-1	
5	1	31	1	1	1	435	1245	31	34	97.020065	is
2	1	32	0	0	0	546	1245	115	43	-1	
3	1	32	1	0	0	546	1245	115	43	-1	
4	1	32	1	1	0	546	1245	115	43	-1	
5	1	32	1	1	1	546	1245	115	43	96.834274	(she’s)
2	1	33	0	0	0	866	1245	59	34	-1	
3	1	33	1	0	0	866	1245	59	34	-1	
4	1	33	1	1	0	866	1245	59	34	-1	
5	1	33	1	1	1	866	1245	59	34	96.892014	she
2	1	34	0	0	0	975	1245	115	35	-1	
3	1	34	1	0	0	975	1245	115	35	-1	
4	1	34	1	1	0	975	1245	115	35	-1	
5	1	34	1	1	1	975	1245	31	35	96.517578	is
5	1	34	1	1	2	1019	1252	71	28	96.780136	not
2	1	35	0	0	0	1179	1246	188	43	-1	
3	1	35	1	0	0	1179	1246	188	43	-1	
4	1	35	1	1	0	1179	1246	188	43	-1	
5	1	35	1	1	1	1179	1246	103	43	96.565323	(she’s
5	1	35	1	1	2	1297	1252	70	28	96.886932	not
2	1	36	0	0	0	1439	1243	229	46	-1	
3	1	36	1	0	0	1439	1243	229	46	-1	
4	1	36	1	1	0	1439	1243	229	46	-1	
5	1	36	1	1	1	1439	1243	38	42	95.266968	或
5	1	36	1	1	2	1495	1246	58	34	93.193771	she
5	1	36	1	1	3	1567	1247	101	42	96.467117	isn’t)
2	1	37	0	0	0	360	1302	27	33	-1	
3	1	37	1	0	0	360	1302	27	33	-1	
4	1	37	1	1	0	360	1302	27	33	-1	
5	1	37	1	1	1	360	1302	27	33	96.976295	it
2	1	38	0	0	0	546	1302	82	42	-1	
3	1	38	1	0	0	546	1302	82	42	-1	
4	1	38	1	1	0	546	1302	82	42	-1	
5	1	38	1	1	1	546	1302	82	42	95.662270	(it’s)
2	1	39	0	0	0	900	1303	26	33	-1	
3	1	39	1	0	0	900	1303	26	33	-1	
4	1	39	1	1	0	900	1303	26	33	-1	
5	1	39	1	1	1	900	1303	26	33	96.989128	it
2	1	40	0	0	0	1179	1303	155	43	-1	
3	1	40	1	0	0	1179	1303	155	43	-1	
4	1	40	1	1	0	1179	1303	155	43	-1	
5	1	40	1	1	1	1179	1303	69	43	84.360100	(it’s
5	1	40	1	1	2	1263	1309	71	27	96.447006	not
2	1	41	0	0	0	1439	1300	195	46	-1	
3	1	41	1	0	0	1439	1300	195	46	-1	
4	1	41	1	1	0	1439	1300	195	46	-1	
5	1	41	1	1	1	1439	1300	38	41	93.696609	或
5	1	41	1	1	2	1494	1305	26	32	93.696609	it
5	1	41	1	1	3	1533	1303	101	43	95.547348	isn’t)
2	1	42	0	0	0	330	1394	55	22	-1	
3	1	42	1	0	0	330	1394	55	22	-1	
4	1	42	1	1	0	330	1394	55	22	-1	
5	1	42	1	1	1	330	1394	55	22	96.492577	we
2	1	43	0	0	0	546	1383	135	42	-1	
3	1	43	1	0	0	546	1383	135	42	-1	
4	1	43	1	1	0	546	1383	135	42	-1	
5	1	43	1	1	1	546	1383	135	42	91.652824	(we’re)
2	1	44	0	0	0	869	1395	56	22	-1	
3	1	44	1	0	0	869	1395	56	22	-1	
4	1	44	1	1	0	869	1395	56	22	-1	
5	1	44	1	1	1	869	1395	56	22	96.130074	we
2	1	45	0	0	0	1179	1384	208	43	-1	
3	1	45	1	0	0	1179	1384	208	43	-1	
4	1	45	1	1	0	1179	1384	208	43	-1	
5	1	45	1	1	1	1179	1384	123	43	92.046379	(we’re
5	1	45	1	1	2	1316	1390	71	28	96.628403	not
2	1	46	0	0	0	1439	1381	258	47	-1	
3	1	46	1	0	0	1439	1381	258	47	-1	
4	1	46	1	1	0	1439	1381	258	47	-1	
5	1	46	1	1	1	1439	1381	38	41	95.569809	或
5	1	46	1	1	2	1494	1397	55	21	93.281189	we
5	1	46	1	1	3	1564	1385	133	43	91.016907	aren’t)
2	1	47	0	0	0	314	1451	72	32	-1	
3	1	47	1	0	0	314	1451	72	32	-1	
4	1	47	1	1	0	314	1451	72	32	-1	
5	1	47	1	1	1	314	1451	72	32	96.964027	you
2	1	48	0	0	0	436	1440	261	43	-1	
3	1	48	1	0	0	436	1440	261	43	-1	
4	1	48	1	1	0	436	1440	261	43	-1	
5	1	48	1	1	1	436	1449	62	23	95.948486	are
5	1	48	1	1	2	512	1436	18	51	91.864128	|
5	1	48	1	1	3	546	1440	151	43	91.742851	(you’re)
2	1	49	0	0	0	853	1452	72	32	-1	
3	1	49	1	0	0	853	1452	72	32	-1	
4	1	49	1	1	0	853	1452	72	32	-1	
5	1	49	1	1	1	853	1452	72	32	96.895523	you
2	1	50	0	0	0	975	1447	148	27	-1	
3	1	50	1	0	0	975	1447	148	27	-1	
4	1	50	1	1	0	975	1447	148	27	-1	
5	1	50	1	1	1	975	1451	63	23	95.458710	are
5	1	50	1	1	2	1052	1447	71	27	95.458710	not
2	1	51	0	0	0	1179	1438	534	47	-1	
3	1	51	1	0	0	1179	1438	534	47	-1	
4	1	51	1	1	0	1179	1438	534	47	-1	
5	1	51	1	1	1	1179	1440	139	44	92.331192	(you’re
5	1	51	1	1	2	1332	1447	71	27	92.254433	not
5	1	51	1	1	3	1439	1438	38	41	94.135605	或
5	1	51	1	1	4	1493	1453	71	32	58.108414	you
5	1	51	1	1	5	1580	1442	133	42	91.836563	aren’t)
2	1	52	0	0	0	306	1495	81	44	-1	
3	1	52	1	0	0	306	1495	81	44	-1	
4	1	52	1	1	0	306	1495	81	44	-1	
5	1	52	1	1	1	306	1495	81	44	96.543892	they
2	1	53	0	0	0	547	1495	159	44	-1	
3	1	53	1	0	0	547	1495	159	44	-1	
4	1	53	1	1	0	547	1495	159	44	-1	
5	1	53	1	1	1	547	1495	159	44	91.666298	(they’re)
2	1	54	0	0	0	845	1496	81	45	-1	
3	1	54	1	0	0	845	1496	81	45	-1	
4	1	54	1	1	0	845	1496	81	45	-1	
5	1	54	1	1	1	845	1496	81	45	96.635017	they
2	1	55	0	0	0	1180	1494	541	47	-1	
3	1	55	1	0	0	1180	1494	541	47	-1	
4	1	55	1	1	0	1180	1494	541	47	-1	
5	1	55	1	1	1	1180	1497	148	44	92.641388	(they’re
5	1	55	1	1	2	1342	1503	71	27	96.223213	not
5	1	55	1	1	3	1440	1494	37	41	95.595154	或
5	1	55	1	1	4	1495	1497	80	44	93.284431	they
5	1	55	1	1	5	1589	1498	132	42	92.595215	aren’t)
2	1	56	0	0	0	541	1603	175	44	-1	
3	1	56	1	0	0	541	1603	175	44	-1	
4	1	56	1	1	0	541	1603	175	44	-1	
5	1	56	1	1	1	541	1603	175	44	91.360451	缩
5	1	56	1	1	2	604	1599	42	67	93.126945	略
5	1	56	1	1	3	645	1603	71	44	96.651741	形式
2	1	57	0	0	0	1352	1586	176	63	-1	
3	1	57	1	0	0	1352	1586	176	63	-1	
4	1	57	1	1	0	1352	1586	176	63	-1	
5	1	57	1	1	1	1352	1586	176	63	90.672874	缩
5	1	57	1	1	2	1415	1582	44	77	91.199150	略
5	1	57	1	1	3	1458	1586	70	63	89.918976	形式
2	1	58	0	0	0	355	1690	914	46	-1	
3	1	58	1	0	0	355	1690	914	46	-1	
4	1	58	1	1	0	355	1690	914	46	-1	
5	1	58	1	1	1	355	1696	27	26	90.946968	口
5	1	58	1	1	2	401	1691	73	33	41.253212	Tim
5	1	58	1	1	3	489	1690	90	35	96.056969	cold.
5	1	58	1	1	4	609	1691	76	34	95.985413	Can
5	1	58	1	1	5	698	1702	72	33	95.985413	you
5	1	58	1	1	6	785	1690	90	35	96.453003	close
5	1	58	1	1	7	890	1690	57	35	96.555191	the
5	1	58	1	1	8	961	1690	167	41	96.726868	window,
5	1	58	1	1	9	1143	1691	126	45	96.870537	please?
2	1	59	0	0	0	356	1746	681	45	-1	
3	1	59	1	0	0	356	1746	681	45	-1	
4	1	59	1	1	0	356	1746	681	45	-1	
5	1	59	1	1	1	356	1753	26	25	49.275227	O
5	1	59	1	1	2	401	1747	73	33	40.001671	I’m
5	1	59	1	1	3	489	1747	45	33	95.439651	32
5	1	59	1	1	4	547	1759	93	32	95.738724	years
5	1	59	1	1	5	654	1746	69	35	95.455269	old.
5	1	59	1	1	6	752	1748	67	43	96.692894	My
5	1	59	1	1	7	832	1748	91	34	95.574005	sister
5	1	59	1	1	8	935	1747	32	35	95.574005	is
5	1	59	1	1	9	981	1748	56	33	96.482414	29.
2	1	60	0	0	0	355	1802	512	36	-1	
3	1	60	1	0	0	355	1802	512	36	-1	
4	1	60	1	1	0	355	1802	512	36	-1	
5	1	60	1	1	1	355	1809	27	26	51.715240	D
5	1	60	1	1	2	401	1804	100	33	95.302910	Steve
5	1	60	1	1	3	515	1803	31	34	95.715698	is
5	1	60	1	1	4	560	1802	44	35	92.592178	ill.
5	1	60	1	1	5	634	1804	90	33	86.130783	He’s
5	1	60	1	1	6	738	1805	38	32	96.437546	in
5	1	60	1	1	7	788	1803	79	35	96.799049	bed.
2	1	61	0	0	0	356	1859	582	46	-1	
3	1	61	1	0	0	356	1859	582	46	-1	
4	1	61	1	1	0	356	1859	582	46	-1	
5	1	61	1	1	1	356	1864	26	27	50.504169	0
5	1	61	1	1	2	400	1860	66	44	95.526535	My
5	1	61	1	1	3	479	1859	141	35	96.079849	brother
5	1	61	1	1	4	632	1859	31	34	96.488129	is
5	1	61	1	1	5	678	1859	102	35	96.797348	afraid
5	1	61	1	1	6	793	1859	45	35	97.016403	of
5	1	61	1	1	7	845	1860	93	45	96.799591	dogs.
2	1	62	0	0	0	1542	1856	55	41	-1	
3	1	62	1	0	0	1542	1856	55	41	-1	
4	1	62	1	1	0	1542	1856	55	41	-1	
5	1	62	1	1	1	1542	1856	55	41	45.188450	ZN
2	1	63	0	0	0	356	1915	707	46	-1	
3	1	63	1	0	0	356	1915	707	46	-1	
4	1	63	1	1	0	356	1915	707	46	-1	
5	1	63	1	1	1	356	1921	26	27	36.690956	Ci
5	1	63	1	1	2	400	1916	62	34	78.292099	It’s
5	1	63	1	1	3	476	1924	59	26	92.495949	ten
5	1	63	1	1	4	549	1915	146	35	91.427689	o’clock.
5	1	63	1	1	5	724	1917	140	34	88.635422	You’re
5	1	63	1	1	6	877	1916	65	35	96.912338	late
5	1	63	1	1	7	956	1917	107	44	96.764198	again.
2	1	64	0	0	0	1552	1940	46	29	-1	
3	1	64	1	0	0	1552	1940	46	29	-1	
4	1	64	1	1	0	1552	1940	46	29	-1	
5	1	64	1	1	1	1552	1940	46	29	40.703869	Ven
2	1	65	0	0	0	1667	1942	56	33	-1	
3	1	65	1	0	0	1667	1942	56	33	-1	
4	1	65	1	1	0	1667	1942	56	33	-1	
5	1	65	1	1	1	1667	1942	56	33	48.835190	ay
2	1	66	0	0	0	356	1971	570	47	-1	
3	1	66	1	0	0	356	1971	570	47	-1	
4	1	66	1	1	0	356	1971	570	47	-1	
5	1	66	1	1	1	356	1978	26	26	13.955517	Oi
5	1	66	1	1	2	399	1972	83	35	92.673691	Ann
5	1	66	1	1	3	496	1971	67	36	96.040489	and
5	1	66	1	1	4	562	1967	20	55	65.960228	I
5	1	66	1	1	5	605	1983	63	24	96.780907	are
5	1	66	1	1	6	683	1972	95	46	96.780907	good
5	1	66	1	1	7	790	1972	136	35	96.825958	friends.
2	1	67	0	0	0	356	2029	562	44	-1	
3	1	67	1	0	0	356	2029	562	44	-1	
4	1	67	1	1	0	356	2029	562	44	-1	
5	1	67	1	1	1	356	2034	26	26	91.832298	口
5	1	67	1	1	2	399	2030	101	33	92.845734	Your
5	1	67	1	1	3	512	2029	81	44	96.614281	keys
5	1	67	1	1	4	607	2040	63	23	95.779366	are
5	1	67	1	1	5	685	2040	49	23	95.573196	on
5	1	67	1	1	6	748	2029	59	34	95.573196	the
5	1	67	1	1	7	820	2029	98	35	96.815865	table.
2	1	68	0	0	0	1721	2041	40	31	-1	
3	1	68	1	0	0	1721	2041	40	31	-1	
4	1	68	1	1	0	1721	2041	40	31	-1	
5	1	68	1	1	1	1721	2041	40	31	42.636341	元
2	1	69	0	0	0	1702	2104	75	22	-1	
3	1	69	1	0	0	1702	2104	75	22	-1	
4	1	69	1	1	0	1702	2104	75	22	-1	
5	1	69	1	1	1	1702	2104	75	22	39.714500	ss
2	1	70	0	0	0	356	2109	636	46	-1	
3	1	70	1	0	0	356	2109	636	46	-1	
4	1	70	1	1	0	356	2109	636	46	-1	
5	1	70	1	1	1	356	2115	26	26	21.172094	O
5	1	70	1	1	2	401	2110	73	34	84.350677	I’m
5	1	70	1	1	3	488	2109	97	41	96.797600	tired,
5	1	70	1	1	4	599	2109	64	35	96.724152	but
5	1	70	1	1	5	677	2111	74	33	95.899239	I’m
5	1	70	1	1	6	763	2116	72	28	96.470741	not
5	1	70	1	1	7	848	2110	144	45	96.059387	hungry.
2	1	71	0	0	0	1705	2121	34	35	-1	
3	1	71	1	0	0	1705	2121	34	35	-1	
4	1	71	1	1	0	1705	2121	34	35	-1	
5	1	71	1	1	1	1705	2121	34	35	23.900442	cp
2	1	72	0	0	0	355	2166	1142	46	-1	
3	1	72	1	0	0	355	2166	1142	46	-1	
4	1	72	1	1	0	355	2166	1142	46	-1	
5	1	72	1	1	1	355	2172	27	26	36.666187	O
5	1	72	1	1	2	400	2167	95	33	96.116539	Tom
5	1	72	1	1	3	507	2166	92	34	96.116539	isn’t
5	1	72	1	1	4	611	2167	182	34	96.132957	interested
5	1	72	1	1	5	806	2168	37	33	96.931046	in
5	1	72	1	1	6	856	2166	142	46	93.241699	politics.
5	1	72	1	1	7	1028	2168	91	33	92.025185	He’s
5	1	72	1	1	8	1133	2168	181	34	96.392349	interested
5	1	72	1	1	9	1327	2169	37	32	96.096474	in
5	1	72	1	1	10	1377	2169	120	33	96.458946	music.
2	1	73	0	0	0	1783	2179	43	42	-1	
3	1	73	1	0	0	1783	2179	43	42	-1	
4	1	73	1	1	0	1783	2179	43	42	-1	
5	1	73	1	1	1	1783	2179	43	42	30.261093	Ww
2	1	74	0	0	0	356	2222	738	45	-1	
3	1	74	1	0	0	356	2222	738	45	-1	
4	1	74	1	1	0	356	2222	738	45	-1	
5	1	74	1	1	1	356	2229	26	25	47.541527	Cl
5	1	74	1	1	2	394	2224	84	43	93.953766	Jane
5	1	74	1	1	3	491	2223	91	34	95.988678	isn’t
5	1	74	1	1	4	596	2235	18	22	95.988678	a
5	1	74	1	1	5	628	2222	144	37	93.180595	teacher.
5	1	74	1	1	6	802	2223	100	37	92.350212	She’s
5	1	74	1	1	7	917	2236	18	22	96.574326	a
5	1	74	1	1	8	948	2223	146	35	96.101639	student.
2	1	75	0	0	0	1619	2181	110	83	-1	
3	1	75	1	0	0	1619	2181	110	83	-1	
4	1	75	1	1	0	1619	2181	110	83	-1	
5	1	75	1	1	1	1619	2181	110	83	49.497437	a:
2	1	76	0	0	0	1850	2206	91	55	-1	
3	1	76	1	0	0	1850	2206	91	55	-1	
4	1	76	1	1	0	1850	2206	91	55	-1	
5	1	76	1	1	1	1850	2206	91	55	0.000000	pA
2	1	77	0	0	0	355	2279	993	46	-1	
3	1	77	1	0	0	355	2279	993	46	-1	
4	1	77	1	1	0	355	2279	993	46	-1	
5	1	77	1	1	1	355	2285	27	26	62.375519	O
5	1	77	1	1	2	400	2279	116	35	95.913727	Those
5	1	77	1	1	3	530	2279	124	45	93.274643	people
5	1	77	1	1	4	669	2281	123	33	91.357864	aren’t
5	1	77	1	1	5	804	2279	148	46	93.248207	English.
5	1	77	1	1	6	982	2279	155	46	90.945709	They’re
5	1	77	1	1	7	1151	2280	197	35	96.635803	Australian.
2	1	78	0	0	0	355	2335	710	46	-1	
3	1	78	1	0	0	355	2335	710	46	-1	
4	1	78	1	1	0	355	2335	710	46	-1	
5	1	78	1	1	1	355	2341	27	26	37.862465	O
5	1	78	1	1	2	401	2337	61	33	83.699318	It’s
5	1	78	1	1	3	476	2347	111	34	96.704231	sunny
5	1	78	1	1	4	600	2335	113	46	96.875000	today,
5	1	78	1	1	5	728	2336	63	34	96.661598	but
5	1	78	1	1	6	804	2337	27	33	96.937485	it
5	1	78	1	1	7	843	2337	91	33	95.782204	isn’t
5	1	78	1	1	8	948	2348	117	22	96.860855	warm.
2	1	79	0	0	0	178	2431	378	46	-1	
3	1	79	1	0	0	178	2431	378	46	-1	
4	1	79	1	1	0	178	2431	378	46	-1	
5	1	79	1	1	1	178	2431	26	36	17.779703	68
5	1	79	1	1	2	278	2442	103	35	63.649094	that’s
5	1	79	1	1	3	396	2456	28	14	95.854126	=
5	1	79	1	1	4	441	2442	71	35	95.854126	that
5	1	79	1	1	5	524	2443	32	34	96.668411	is
2	1	80	0	0	0	628	2443	327	35	-1	
3	1	80	1	0	0	628	2443	327	35	-1	
4	1	80	1	1	0	628	2443	327	35	-1	
5	1	80	1	1	1	628	2443	127	34	91.994492	there’s
5	1	80	1	1	2	771	2457	28	13	95.723328	=
5	1	80	1	1	3	815	2443	94	35	96.646011	there
5	1	80	1	1	4	923	2443	32	34	96.665497	is
2	1	81	0	0	0	1027	2443	299	35	-1	
3	1	81	1	0	0	1027	2443	299	35	-1	
4	1	81	1	1	0	1027	2443	299	35	-1	
5	1	81	1	1	1	1027	2443	114	35	90.003792	here’s
5	1	81	1	1	2	1157	2457	27	14	96.217690	=
5	1	81	1	1	3	1199	2445	82	33	95.587326	here
5	1	81	1	1	4	1294	2445	32	33	96.812485	is
2	1	82	0	0	0	355	2523	754	46	-1	
3	1	82	1	0	0	355	2523	754	46	-1	
4	1	82	1	1	0	355	2523	754	46	-1	
5	1	82	1	1	1	355	2529	27	27	54.020340	©
5	1	82	1	1	2	400	2523	124	35	95.157639	Thank
5	1	82	1	1	3	536	2536	83	33	93.251671	you.
5	1	82	1	1	4	648	2524	122	35	91.793983	That’s
5	1	82	1	1	5	782	2536	83	33	96.320992	very
5	1	82	1	1	6	878	2524	86	35	96.074257	kind
5	1	82	1	1	7	977	2524	45	35	96.074257	of
5	1	82	1	1	8	1027	2537	82	32	96.114578	you.
2	1	83	0	0	0	1292	2548	126	24	-1	
3	1	83	1	0	0	1292	2548	126	24	-1	
4	1	83	1	1	0	1292	2548	126	24	-1	
5	1	83	1	1	1	1288	2544	12	37	64.429787	有
5	1	83	1	1	2	1299	2550	65	22	85.295464	HOT
5	1	83	1	1	3	1373	2551	18	18	60.568062	所
5	1	83	1	1	4	1398	2548	20	18	26.131353	二
2	1	84	0	0	0	356	2580	454	36	-1	
3	1	84	1	0	0	356	2580	454	36	-1	
4	1	84	1	1	0	356	2580	454	36	-1	
5	1	84	1	1	1	356	2586	25	26	91.827148	口
5	1	84	1	1	2	400	2580	109	35	79.368607	Look!
5	1	84	1	1	3	538	2580	146	35	91.958115	There’s
5	1	84	1	1	4	699	2580	111	36	96.937691	Chris.
2	1	85	0	0	0	1299	2579	120	42	-1	
3	1	85	1	0	0	1299	2579	120	42	-1	
4	1	85	1	1	0	1299	2579	120	42	-1	
5	1	85	1	1	1	1299	2579	120	42	44.958420	Biri
2	1	86	0	0	0	356	2636	387	46	-1	
3	1	86	1	0	0	356	2636	387	46	-1	
4	1	86	1	1	0	356	2636	387	46	-1	
5	1	86	1	1	1	356	2642	25	26	29.619408	©
5	1	86	1	1	2	402	2637	137	34	68.930305	‘Here’s
5	1	86	1	1	3	552	2649	90	32	96.676720	your
5	1	86	1	1	4	654	2636	89	46	83.973442	key.’
2	1	87	0	0	0	819	2637	242	45	-1	
3	1	87	1	0	0	819	2637	242	45	-1	
4	1	87	1	1	0	819	2637	242	45	-1	
5	1	87	1	1	1	819	2637	135	35	61.529613	“Thank
5	1	87	1	1	2	965	2638	96	44	91.263214	you.’
